
:=========== Few-shot Seg. with Matcher ===========
|             datapath: datasets                
|            benchmark: lvis                    
|                  bsz: 1                       
|              nworker: 0                       
|                 fold: 9                       
|                nshot: 5                       
|             img_size: 1024                    
| use_original_imgsize: False                   
|             log_root: output/lvis_5shot/fold9 
|            visualize: 0                       
|          dinov2_size: vit_large               
|             sam_size: vit_h                   
|       dinov2_weights: models/dinov2_vitl14_pretrain.pth
|          sam_weights: models/sam_vit_h_4b8939.pth
|     use_semantic_sam: False                   
| semantic_sam_weights: models/swint_only_sam_many2many.pth
|      points_per_side: 64                      
|      pred_iou_thresh: 0.88                    
| sel_stability_score_thresh: 0.9                     
| stability_score_thresh: 0.95                    
|           iou_filter: 0.85                    
|       box_nms_thresh: 0.65                    
|         output_layer: 3                       
| dense_multimask_output: 0                       
|       use_dense_mask: 1                       
|     multimask_output: 1                       
|          num_centers: 8                       
|              use_box: False                   
| use_points_or_centers: True                    
|         sample_range: (1, 6)                  
| max_sample_iterations: 64                      
|                alpha: 1.0                     
|                 beta: 0.0                     
|                  exp: 0.0                     
|           emd_filter: 0.0                     
|        purity_filter: 0.02                    
|      coverage_filter: 0.0                     
|     use_score_filter: True                    
| deep_score_norm_filter: 0.1                     
|    deep_score_filter: 0.33                    
| topk_scores_threshold: 0.0                     
|     num_merging_mask: 5                       
:================================================

# available GPUs: 1
using MLP layer as FFN
Pretrained weights found at models/dinov2_vitl14_pretrain.pth and loaded with msg: <All keys matched successfully>
[Batch: 0001/2300] mIoU:  0.64  |  FB-IoU: 69.90 |  0: 43.49    |  1:  0.00    |  2:  0.00    |  3:  0.00    |  4:  0.00    |  5:  0.00    |  6:  0.00    |  7:  0.00    |  8:  0.00    |  9:  0.00    |  10:  0.00    |  11:  0.00    |  12:  0.00    |  13:  0.00    |  14:  0.00    |  15:  0.00    |  16:  0.00    |  17:  0.00    |  18:  0.00    |  19:  0.00   
[Batch: 0012/2300] mIoU: 11.13  |  FB-IoU: 72.90 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13:  0.00    |  14:  0.00    |  15:  0.00    |  16:  0.00    |  17:  0.00    |  18:  0.00    |  19:  0.00   
[Batch: 0013/2300] mIoU: 11.13  |  FB-IoU: 73.01 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13:  0.00    |  14:  0.00    |  15:  0.00    |  16:  0.00    |  17:  0.00    |  18:  0.00    |  19:  0.00   
[Batch: 0014/2300] mIoU: 11.96  |  FB-IoU: 73.11 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14:  0.00    |  15:  0.00    |  16:  0.00    |  17:  0.00    |  18:  0.00    |  19:  0.00   
[Batch: 0015/2300] mIoU: 12.80  |  FB-IoU: 73.30 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16:  0.00    |  17:  0.00    |  18:  0.00    |  19:  0.00   
[Batch: 0016/2300] mIoU: 12.80  |  FB-IoU: 73.50 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16:  0.00    |  17:  0.00    |  18:  0.00    |  19:  0.00   
[Batch: 0017/2300] mIoU: 14.18  |  FB-IoU: 74.02 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18:  0.00    |  19:  0.00   
[Batch: 0018/2300] mIoU: 14.18  |  FB-IoU: 74.01 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18:  0.00    |  19:  0.00   
[Batch: 0019/2300] mIoU: 15.53  |  FB-IoU: 74.39 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  0.00   
[Batch: 0020/2300] mIoU: 15.58  |  FB-IoU: 73.12 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0021/2300] mIoU: 16.62  |  FB-IoU: 73.34 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0022/2300] mIoU: 17.38  |  FB-IoU: 73.43 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0023/2300] mIoU: 18.32  |  FB-IoU: 73.55 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0024/2300] mIoU: 18.82  |  FB-IoU: 73.38 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0025/2300] mIoU: 18.84  |  FB-IoU: 73.13 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0026/2300] mIoU: 20.13  |  FB-IoU: 74.57 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0027/2300] mIoU: 21.51  |  FB-IoU: 74.68 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0028/2300] mIoU: 22.71  |  FB-IoU: 74.81 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0029/2300] mIoU: 24.12  |  FB-IoU: 76.97 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0030/2300] mIoU: 24.13  |  FB-IoU: 74.80 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0031/2300] mIoU: 25.57  |  FB-IoU: 75.25 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0032/2300] mIoU: 25.57  |  FB-IoU: 75.18 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0033/2300] mIoU: 26.98  |  FB-IoU: 75.64 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0034/2300] mIoU: 28.37  |  FB-IoU: 76.52 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0035/2300] mIoU: 29.70  |  FB-IoU: 76.65 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0036/2300] mIoU: 29.70  |  FB-IoU: 76.71 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0037/2300] mIoU: 29.70  |  FB-IoU: 76.72 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0038/2300] mIoU: 30.08  |  FB-IoU: 76.40 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0039/2300] mIoU: 30.62  |  FB-IoU: 76.38 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0040/2300] mIoU: 30.62  |  FB-IoU: 76.32 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0041/2300] mIoU: 31.63  |  FB-IoU: 76.38 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0042/2300] mIoU: 32.75  |  FB-IoU: 76.57 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0043/2300] mIoU: 33.29  |  FB-IoU: 75.58 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0044/2300] mIoU: 34.52  |  FB-IoU: 75.63 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0045/2300] mIoU: 35.89  |  FB-IoU: 75.78 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0046/2300] mIoU: 37.20  |  FB-IoU: 76.02 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0047/2300] mIoU: 38.56  |  FB-IoU: 76.31 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0048/2300] mIoU: 38.91  |  FB-IoU: 76.20 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0049/2300] mIoU: 40.28  |  FB-IoU: 76.64 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0050/2300] mIoU: 40.40  |  FB-IoU: 75.65 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0051/2300] mIoU: 41.57  |  FB-IoU: 75.95 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0052/2300] mIoU: 41.81  |  FB-IoU: 75.36 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0053/2300] mIoU: 42.39  |  FB-IoU: 75.29 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0054/2300] mIoU: 43.56  |  FB-IoU: 75.44 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0055/2300] mIoU: 44.70  |  FB-IoU: 75.80 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
[Batch: 0056/2300] mIoU: 45.01  |  FB-IoU: 75.35 |  0: 43.49    |  1: 72.16    |  2: 79.91    |  3:  0.00    |  4: 86.45    |  5:  8.59    |  6: 48.93    |  7: 93.68    |  8: 81.68    |  9: 96.37    |  10: 51.13    |  11: 94.64    |  12:  0.00    |  13: 56.03    |  14: 57.51    |  15:  0.00    |  16: 93.76    |  17:  0.00    |  18: 92.05    |  19:  2.92   
